outcome,L,peak,dur,mean_eta,sharp
1,400.24067372258924,10.051765325391772,39.87975905731553,9.120688276566609,2.690228269859992
1,329.964553055213,5.681605542259015,58.07905820373372,5.329160083933588,2.6092026908807613
0,22.52834350980981,7.535444832411047,17.573054217405627,6.439800304993247,2.36696494580505
0,4.163464293396043,5.244190502345894,29.70755846538689,4.596136231024948,2.835272207296112
1,437.43148108062445,5.655776257524846,77.40707818134304,5.463975394350555,1.8959777607102355
1,364.4897550137998,6.3155912984136,57.713147419182356,6.001683762600152,2.0735718214609817
0,0.0,3.815792930343419,56.90908465887625,3.57717923584604,2.571143795971903
1,390.1009512078378,8.424810066343712,46.377498023966226,7.819702381779918,2.3998464248571456
0,1.5473190882517476,3.972377247061954,76.87625217464682,3.8558588518720898,1.6185414812959151
1,376.52188058516236,6.294914146199582,59.81366414924475,6.202541490307923,0.6203705263076478
0,33.70115547240341,6.756035545898759,7.970418356647389,5.76755245506394,1.5773310719466598
1,292.53017700198,5.910865191583096,49.49212948892342,5.748543016218234,0.9777119015908873
0,0.0,3.6770432203273136,39.07180640048538,3.3728702010821547,2.350745893821929
0,0.0,4.829603535361095,39.936213065299654,4.49445228859139,2.013002127722521
0,0.2343172217075166,4.595650946704389,35.4596542802837,4.2641019831021945,1.8516409910427418
0,0.8932496403998136,5.718605957690525,39.99658657395835,5.252022753845328,2.3641884339944146
0,6.464596705679657,6.0745811201297775,33.57219455996771,5.441826057123236,2.59629566175367
0,7.4620969354510205,6.253091010464275,7.579227518812875,5.325965521322913,1.4134758500927767
1,438.2719324076309,7.990183508559746,54.855416416516064,7.5540310014269645,2.161946243133065
1,180.08389639724737,6.682847613141111,26.948152635189974,6.283401515820742,1.1615976602897782
1,222.81158344954935,6.77650239415032,32.87206728698396,6.23438248001932,1.9117121227646652
0,5.896934592669906,5.319142795804355,25.017585653144963,4.613712347380353,2.6994363713136384
1,660.2832523895302,9.434790670559192,69.9918272664686,9.207453973757607,1.2137094228040066
0,0.0,4.178456318658685,67.10366879725913,3.9583026748076175,2.5517060444716164
0,9.661475162857851,3.4964106831122423,33.00172551344063,3.2300271572482546,1.8193113391091797
